account_name,tweet,time_posted,compound_score,positive_score,neutral_score,negative_score
CNN,"Singer John Legend urges crowd at immigration rally in Los Angeles to resist the temptation to disengage and to ""do… https://t.co/1zbU3k40eW",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"A former spokesman for US Immigration and Customs Enforcement says agents ""have a rough time with this too"" in the… https://t.co/Wr5Kwe7VTq",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""Hamilton"" creator Lin-Manuel Miranda sings a lullaby from the hit Broadway musical at the Families Belong Together… https://t.co/4dYTdw2e0T",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""This fight does not belong to one group of people, one color of people, one race of people, one gender. It belongs… https://t.co/jngvFTA5u9",Sat Jun 30 20:47:07 +0000 2018,-0.3818,0.0,0.894,0.106
CNN,The process for kids in immigration court is a maze with life and death consequences https://t.co/Cy56J9oqRW https://t.co/1yUwRZ7Wge,Sat Jun 30 20:47:07 +0000 2018,-0.5994,0.0,0.794,0.206
CNN,Sen. Elizabeth Warren calls for US Immigration and Customs Enforcement to be replaced with an agency that reflects… https://t.co/tv7sYa31md,Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,Immigration protest signs reveal a kaleidoscope of outrage https://t.co/LbZz6lqPDI https://t.co/5hZeybAzZh,Sat Jun 30 20:47:07 +0000 2018,-0.6486,0.0,0.569,0.431
CNN,Protesters explain why they joined immigration rallies https://t.co/5g1Cg5aIQV https://t.co/03eEsfpovq,Sat Jun 30 20:47:07 +0000 2018,-0.2263,0.0,0.808,0.192
CNN,"This 12-year-old girl delivers an impassioned plea for immigrant families at the ""Families Belong Together"" rally i… https://t.co/WstQ4QBDIq",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"Alexandra Ocasio-Cortez beat out a 10-term congressman in New York. Now, she's marching for separated families.… https://t.co/eXokumkXpP",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""How dare you. How dare you take the babies from their mother's arms!"" Rep. Maxine Waters says President Trump has… https://t.co/Ha0BkVS6zV",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"""We are better than this. We are better than having these detention centers that are prisons,"" says Sen. Kamala Har… https://t.co/7MM74J1xB5",Sat Jun 30 20:47:07 +0000 2018,0.5106,0.221,0.684,0.095
CNN,This mom brought her kids to teach them about resilience https://t.co/ZlTtxMk7xZ https://t.co/GPyFXAyluT,Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"These kids dedicate their nightly prayers to the separated children, according to their mother… https://t.co/eshZBMgkD0",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,President Trump is in New Jersey. Protesters are gathered nearby. https://t.co/QogUPZAvJt https://t.co/OnVjYTs2rm,Sat Jun 30 20:47:07 +0000 2018,-0.2263,0.0,0.853,0.147
CNN,"""Leave office."" This is one Chicago protester's message to President Trump. https://t.co/EEde7b0qR2 https://t.co/KCPP9kWWEB",Sat Jun 30 20:47:07 +0000 2018,-0.0516,0.0,0.909,0.091
CNN,"""It's going to be their generation's fight."" This mom explains why she is marching with her kids.… https://t.co/J1hrUj7ylm",Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,It's really hot in DC. That's not stopping the marchers. https://t.co/96vkXoeNi2 https://t.co/JBJhH7kTtz,Sat Jun 30 20:47:07 +0000 2018,0.1139,0.116,0.884,0.0
CNN,This 36-year-old teacher says she sees her family in the faces of asylum seekers https://t.co/xUMYoiCtTN https://t.co/X6iR1c0eOV,Sat Jun 30 20:47:07 +0000 2018,0.0,0.0,1.0,0.0
CNN,"This 12-year-old girl says she lives in ""constant fear"" that her undocumented mother will be deported… https://t.co/P4cMGmPTiW",Sat Jun 30 20:47:07 +0000 2018,-0.4939,0.0,0.833,0.167
FoxNews,'Rational Thought Is Kryptonite to the Left': Author @derekahunter Rips 'Dangerous' Rhetoric By Democrats… https://t.co/xBmMFU8qBA,Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Mexico holds presidential election tomorrow. https://t.co/cnryLpD3Oh,Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,"LaSonya Hill: ""We're excited as a middle-class family who was able to benefit so much from this opportunity.""… https://t.co/9fuvvltWdB",Sat Jun 30 21:16:00 +0000 2018,0.6597,0.252,0.748,0.0
FoxNews,"Angel Mom Courtney Hacking: ""Every day parents are separated from their children permanently by actions that are of… https://t.co/0MLdDMxDpU",Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,SUNDAY: Don't miss John Bolton’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fo… https://t.co/4Kaect1Bg2,Sat Jun 30 21:16:00 +0000 2018,0.2368,0.148,0.852,0.0
FoxNews,Ohio boy's lawn care business goes viral after 'ridiculous' neighbor calls cops on him https://t.co/nbmq1w0YBs,Sat Jun 30 21:16:00 +0000 2018,0.4939,0.186,0.814,0.0
FoxNews,Activists hold signs during a rally to protest the Trump administration's approach to illegal border crossings and… https://t.co/hhjsS2P0H8,Sat Jun 30 21:16:00 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,'Stuttering John' says he was visited by Secret Service after Trump prank call https://t.co/ZVqh3CrAon,Sat Jun 30 21:16:00 +0000 2018,-0.3182,0.0,0.85,0.15
FoxNews,"On Twitter, @SenWarren reiterated her commitment to the LGBTQ+ community this #PrideMonth, invoking the Supreme Cou… https://t.co/a1cLFnIy3x",Sat Jun 30 21:16:00 +0000 2018,0.7351,0.292,0.708,0.0
FoxNews,"Moments ago, President @realDonaldTrump tweeted about the filibuster and ""Cryin' Chuck."" https://t.co/RlJapW8spt",Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,An all-new season of 'OBJECTified' premieres tomorrow with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/bqGK2RfPiY,Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/gRZk16qx9K,Sat Jun 30 21:16:00 +0000 2018,-0.2263,0.0,0.881,0.119
FoxNews,Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX,Sat Jun 30 21:16:00 +0000 2018,-0.743,0.0,0.613,0.387
FoxNews,"Activists hold protest signs during a rally against the Trump administration's immigration policies Saturday, June… https://t.co/3vk6DgCugP",Sat Jun 30 21:16:00 +0000 2018,-0.25,0.0,0.875,0.125
FoxNews,"TOMORROW on @SundayFutures, @MariaBartiromo has exclusive interview with President @realDonaldTrump - Tune in at 10… https://t.co/fKSWXmU8tZ",Sat Jun 30 21:16:00 +0000 2018,0.128,0.097,0.903,0.0
FoxNews,"Demonstrators rally against the separation of immigrant families, on June 30, 2018 in Washington D.C. Demonstration… https://t.co/g9M0zhNwdm",Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6,Sat Jun 30 21:16:00 +0000 2018,-0.6705,0.0,0.744,0.256
FoxNews,"Linda Land-Classon, right, holds up a sign w/ her 15-year-old son, Ivan, who came to America in 2003 from Vladivost… https://t.co/qWt3foe8AW",Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Activists gather during a rally to protest the Trump administration's approach to illegal border crossings and sepa… https://t.co/9I4boXbSs3,Sat Jun 30 21:16:00 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,"'Abolish ICE' goes mainstream as @SenGillibrand, @NYCMayor Bill de Blasio back calls https://t.co/ImNV0ULObG https://t.co/dmlB1215cp",Sat Jun 30 21:16:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,'Rational Thought Is Kryptonite to the Left': Author @derekahunter Rips 'Dangerous' Rhetoric By Democrats… https://t.co/xBmMFU8qBA,Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Mexico holds presidential election tomorrow. https://t.co/cnryLpD3Oh,Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,"LaSonya Hill: ""We're excited as a middle-class family who was able to benefit so much from this opportunity.""… https://t.co/9fuvvltWdB",Sat Jun 30 20:58:00 +0000 2018,0.6597,0.252,0.748,0.0
FoxNews,"Angel Mom Courtney Hacking: ""Every day parents are separated from their children permanently by actions that are of… https://t.co/0MLdDMxDpU",Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,SUNDAY: Don't miss John Bolton’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fo… https://t.co/4Kaect1Bg2,Sat Jun 30 20:58:00 +0000 2018,0.2368,0.148,0.852,0.0
FoxNews,Ohio boy's lawn care business goes viral after 'ridiculous' neighbor calls cops on him https://t.co/nbmq1w0YBs,Sat Jun 30 20:58:00 +0000 2018,0.4939,0.186,0.814,0.0
FoxNews,Activists hold signs during a rally to protest the Trump administration's approach to illegal border crossings and… https://t.co/hhjsS2P0H8,Sat Jun 30 20:58:00 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,'Stuttering John' says he was visited by Secret Service after Trump prank call https://t.co/ZVqh3CrAon,Sat Jun 30 20:58:00 +0000 2018,-0.3182,0.0,0.85,0.15
FoxNews,"On Twitter, @SenWarren reiterated her commitment to the LGBTQ+ community this #PrideMonth, invoking the Supreme Cou… https://t.co/a1cLFnIy3x",Sat Jun 30 20:58:00 +0000 2018,0.7351,0.292,0.708,0.0
FoxNews,"Moments ago, President @realDonaldTrump tweeted about the filibuster and ""Cryin' Chuck."" https://t.co/RlJapW8spt",Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,An all-new season of 'OBJECTified' premieres tomorrow with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/bqGK2RfPiY,Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/gRZk16qx9K,Sat Jun 30 20:58:00 +0000 2018,-0.2263,0.0,0.881,0.119
FoxNews,Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX,Sat Jun 30 20:58:00 +0000 2018,-0.743,0.0,0.613,0.387
FoxNews,"Activists hold protest signs during a rally against the Trump administration's immigration policies Saturday, June… https://t.co/3vk6DgCugP",Sat Jun 30 20:58:00 +0000 2018,-0.25,0.0,0.875,0.125
FoxNews,"TOMORROW on @SundayFutures, @MariaBartiromo has exclusive interview with President @realDonaldTrump - Tune in at 10… https://t.co/fKSWXmU8tZ",Sat Jun 30 20:58:00 +0000 2018,0.128,0.097,0.903,0.0
FoxNews,"Demonstrators rally against the separation of immigrant families, on June 30, 2018 in Washington D.C. Demonstration… https://t.co/g9M0zhNwdm",Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6,Sat Jun 30 20:58:00 +0000 2018,-0.6705,0.0,0.744,0.256
FoxNews,"Linda Land-Classon, right, holds up a sign w/ her 15-year-old son, Ivan, who came to America in 2003 from Vladivost… https://t.co/qWt3foe8AW",Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Activists gather during a rally to protest the Trump administration's approach to illegal border crossings and sepa… https://t.co/9I4boXbSs3,Sat Jun 30 20:58:00 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,"'Abolish ICE' goes mainstream as @SenGillibrand, @NYCMayor Bill de Blasio back calls https://t.co/ImNV0ULObG https://t.co/dmlB1215cp",Sat Jun 30 20:58:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,'Rational Thought Is Kryptonite to the Left': Author @derekahunter Rips 'Dangerous' Rhetoric By Democrats… https://t.co/xBmMFU8qBA,Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Mexico holds presidential election tomorrow. https://t.co/cnryLpD3Oh,Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,"LaSonya Hill: ""We're excited as a middle-class family who was able to benefit so much from this opportunity.""… https://t.co/9fuvvltWdB",Sat Jun 30 20:57:00 +0000 2018,0.6597,0.252,0.748,0.0
FoxNews,"Angel Mom Courtney Hacking: ""Every day parents are separated from their children permanently by actions that are of… https://t.co/0MLdDMxDpU",Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,SUNDAY: Don't miss John Bolton’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fo… https://t.co/4Kaect1Bg2,Sat Jun 30 20:57:00 +0000 2018,0.2368,0.148,0.852,0.0
FoxNews,Ohio boy's lawn care business goes viral after 'ridiculous' neighbor calls cops on him https://t.co/nbmq1w0YBs,Sat Jun 30 20:57:00 +0000 2018,0.4939,0.186,0.814,0.0
FoxNews,Activists hold signs during a rally to protest the Trump administration's approach to illegal border crossings and… https://t.co/hhjsS2P0H8,Sat Jun 30 20:57:00 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,'Stuttering John' says he was visited by Secret Service after Trump prank call https://t.co/ZVqh3CrAon,Sat Jun 30 20:57:00 +0000 2018,-0.3182,0.0,0.85,0.15
FoxNews,"On Twitter, @SenWarren reiterated her commitment to the LGBTQ+ community this #PrideMonth, invoking the Supreme Cou… https://t.co/a1cLFnIy3x",Sat Jun 30 20:57:00 +0000 2018,0.7351,0.292,0.708,0.0
FoxNews,"Moments ago, President @realDonaldTrump tweeted about the filibuster and ""Cryin' Chuck."" https://t.co/RlJapW8spt",Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,An all-new season of 'OBJECTified' premieres tomorrow with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/bqGK2RfPiY,Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/gRZk16qx9K,Sat Jun 30 20:57:00 +0000 2018,-0.2263,0.0,0.881,0.119
FoxNews,Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX,Sat Jun 30 20:57:00 +0000 2018,-0.743,0.0,0.613,0.387
FoxNews,"Activists hold protest signs during a rally against the Trump administration's immigration policies Saturday, June… https://t.co/3vk6DgCugP",Sat Jun 30 20:57:00 +0000 2018,-0.25,0.0,0.875,0.125
FoxNews,"TOMORROW on @SundayFutures, @MariaBartiromo has exclusive interview with President @realDonaldTrump - Tune in at 10… https://t.co/fKSWXmU8tZ",Sat Jun 30 20:57:00 +0000 2018,0.128,0.097,0.903,0.0
FoxNews,"Demonstrators rally against the separation of immigrant families, on June 30, 2018 in Washington D.C. Demonstration… https://t.co/g9M0zhNwdm",Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6,Sat Jun 30 20:57:00 +0000 2018,-0.6705,0.0,0.744,0.256
FoxNews,"Linda Land-Classon, right, holds up a sign w/ her 15-year-old son, Ivan, who came to America in 2003 from Vladivost… https://t.co/qWt3foe8AW",Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Activists gather during a rally to protest the Trump administration's approach to illegal border crossings and sepa… https://t.co/9I4boXbSs3,Sat Jun 30 20:57:00 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,"'Abolish ICE' goes mainstream as @SenGillibrand, @NYCMayor Bill de Blasio back calls https://t.co/ImNV0ULObG https://t.co/dmlB1215cp",Sat Jun 30 20:57:00 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,'Rational Thought Is Kryptonite to the Left': Author @derekahunter Rips 'Dangerous' Rhetoric By Democrats… https://t.co/xBmMFU8qBA,Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Mexico holds presidential election tomorrow. https://t.co/cnryLpD3Oh,Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,"LaSonya Hill: ""We're excited as a middle-class family who was able to benefit so much from this opportunity.""… https://t.co/9fuvvltWdB",Sat Jun 30 20:49:32 +0000 2018,0.6597,0.252,0.748,0.0
FoxNews,"Angel Mom Courtney Hacking: ""Every day parents are separated from their children permanently by actions that are of… https://t.co/0MLdDMxDpU",Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,SUNDAY: Don't miss John Bolton’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fo… https://t.co/4Kaect1Bg2,Sat Jun 30 20:49:32 +0000 2018,0.2368,0.148,0.852,0.0
FoxNews,Ohio boy's lawn care business goes viral after 'ridiculous' neighbor calls cops on him https://t.co/nbmq1w0YBs,Sat Jun 30 20:49:32 +0000 2018,0.4939,0.186,0.814,0.0
FoxNews,Activists hold signs during a rally to protest the Trump administration's approach to illegal border crossings and… https://t.co/hhjsS2P0H8,Sat Jun 30 20:49:32 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,'Stuttering John' says he was visited by Secret Service after Trump prank call https://t.co/ZVqh3CrAon,Sat Jun 30 20:49:32 +0000 2018,-0.3182,0.0,0.85,0.15
FoxNews,"On Twitter, @SenWarren reiterated her commitment to the LGBTQ+ community this #PrideMonth, invoking the Supreme Cou… https://t.co/a1cLFnIy3x",Sat Jun 30 20:49:32 +0000 2018,0.7351,0.292,0.708,0.0
FoxNews,"Moments ago, President @realDonaldTrump tweeted about the filibuster and ""Cryin' Chuck."" https://t.co/RlJapW8spt",Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,An all-new season of 'OBJECTified' premieres tomorrow with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/bqGK2RfPiY,Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/gRZk16qx9K,Sat Jun 30 20:49:32 +0000 2018,-0.2263,0.0,0.881,0.119
FoxNews,Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX,Sat Jun 30 20:49:32 +0000 2018,-0.743,0.0,0.613,0.387
FoxNews,"Activists hold protest signs during a rally against the Trump administration's immigration policies Saturday, June… https://t.co/3vk6DgCugP",Sat Jun 30 20:49:32 +0000 2018,-0.25,0.0,0.875,0.125
FoxNews,"TOMORROW on @SundayFutures, @MariaBartiromo has exclusive interview with President @realDonaldTrump - Tune in at 10… https://t.co/fKSWXmU8tZ",Sat Jun 30 20:49:32 +0000 2018,0.128,0.097,0.903,0.0
FoxNews,"Demonstrators rally against the separation of immigrant families, on June 30, 2018 in Washington D.C. Demonstration… https://t.co/g9M0zhNwdm",Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6,Sat Jun 30 20:49:32 +0000 2018,-0.6705,0.0,0.744,0.256
FoxNews,"Linda Land-Classon, right, holds up a sign w/ her 15-year-old son, Ivan, who came to America in 2003 from Vladivost… https://t.co/qWt3foe8AW",Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Activists gather during a rally to protest the Trump administration's approach to illegal border crossings and sepa… https://t.co/9I4boXbSs3,Sat Jun 30 20:49:32 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,"'Abolish ICE' goes mainstream as @SenGillibrand, @NYCMayor Bill de Blasio back calls https://t.co/ImNV0ULObG https://t.co/dmlB1215cp",Sat Jun 30 20:49:32 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,'Rational Thought Is Kryptonite to the Left': Author @derekahunter Rips 'Dangerous' Rhetoric By Democrats… https://t.co/xBmMFU8qBA,Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Mexico holds presidential election tomorrow. https://t.co/cnryLpD3Oh,Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,"LaSonya Hill: ""We're excited as a middle-class family who was able to benefit so much from this opportunity.""… https://t.co/9fuvvltWdB",Sat Jun 30 20:45:01 +0000 2018,0.6597,0.252,0.748,0.0
FoxNews,"Angel Mom Courtney Hacking: ""Every day parents are separated from their children permanently by actions that are of… https://t.co/0MLdDMxDpU",Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,SUNDAY: Don't miss John Bolton’s exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fo… https://t.co/4Kaect1Bg2,Sat Jun 30 20:45:01 +0000 2018,0.2368,0.148,0.852,0.0
FoxNews,Ohio boy's lawn care business goes viral after 'ridiculous' neighbor calls cops on him https://t.co/nbmq1w0YBs,Sat Jun 30 20:45:01 +0000 2018,0.4939,0.186,0.814,0.0
FoxNews,Activists hold signs during a rally to protest the Trump administration's approach to illegal border crossings and… https://t.co/hhjsS2P0H8,Sat Jun 30 20:45:01 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,'Stuttering John' says he was visited by Secret Service after Trump prank call https://t.co/ZVqh3CrAon,Sat Jun 30 20:45:01 +0000 2018,-0.3182,0.0,0.85,0.15
FoxNews,"On Twitter, @SenWarren reiterated her commitment to the LGBTQ+ community this #PrideMonth, invoking the Supreme Cou… https://t.co/a1cLFnIy3x",Sat Jun 30 20:45:01 +0000 2018,0.7351,0.292,0.708,0.0
FoxNews,"Moments ago, President @realDonaldTrump tweeted about the filibuster and ""Cryin' Chuck."" https://t.co/RlJapW8spt",Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,An all-new season of 'OBJECTified' premieres tomorrow with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/bqGK2RfPiY,Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,#FamiliesBelongTogether rallies demanding reunification of immigrant families and an “end to family separation and… https://t.co/gRZk16qx9K,Sat Jun 30 20:45:01 +0000 2018,-0.2263,0.0,0.881,0.119
FoxNews,Restaurant manager fired after refusing to serve customer wearing MAGA hat https://t.co/DPQy9dr5JX,Sat Jun 30 20:45:01 +0000 2018,-0.743,0.0,0.613,0.387
FoxNews,"Activists hold protest signs during a rally against the Trump administration's immigration policies Saturday, June… https://t.co/3vk6DgCugP",Sat Jun 30 20:45:01 +0000 2018,-0.25,0.0,0.875,0.125
FoxNews,"TOMORROW on @SundayFutures, @MariaBartiromo has exclusive interview with President @realDonaldTrump - Tune in at 10… https://t.co/fKSWXmU8tZ",Sat Jun 30 20:45:01 +0000 2018,0.128,0.097,0.903,0.0
FoxNews,"Demonstrators rally against the separation of immigrant families, on June 30, 2018 in Washington D.C. Demonstration… https://t.co/g9M0zhNwdm",Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Trump predicts electoral doom for Democrats with ‘abolish ICE’ push: ‘They’re going to get beaten so badly’ https://t.co/2QtQOnaMq6,Sat Jun 30 20:45:01 +0000 2018,-0.6705,0.0,0.744,0.256
FoxNews,"Linda Land-Classon, right, holds up a sign w/ her 15-year-old son, Ivan, who came to America in 2003 from Vladivost… https://t.co/qWt3foe8AW",Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
FoxNews,Activists gather during a rally to protest the Trump administration's approach to illegal border crossings and sepa… https://t.co/9I4boXbSs3,Sat Jun 30 20:45:01 +0000 2018,-0.6808,0.0,0.728,0.272
FoxNews,"'Abolish ICE' goes mainstream as @SenGillibrand, @NYCMayor Bill de Blasio back calls https://t.co/ImNV0ULObG https://t.co/dmlB1215cp",Sat Jun 30 20:45:01 +0000 2018,0.0,0.0,1.0,0.0
nytimes,"Welcome to a highly diverse Toronto school just for kindergartners: 630 children, 24 classes, 40 languages https://t.co/XpbWI26Pr7",Sat Jun 30 21:15:05 +0000 2018,0.4588,0.167,0.833,0.0
nytimes,"It’s the season of hot dog condiment blobs, stubborn sunscreen residue and sweat stains … everywhere. Here’s how to… https://t.co/7HJ9fHRJ5e",Sat Jun 30 21:15:05 +0000 2018,-0.4019,0.0,0.87,0.13
nytimes,"Toys ‘R’ Us, a brand that dates to 1957, closed the last of its 735 stores across the country  https://t.co/UrEmMeN1jK",Sat Jun 30 21:15:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,"With the Canada Day tariff, the country joins China, Europe and Mexico, among others, in retaliating against Americ… https://t.co/tJ3LC4GjPd",Sat Jun 30 21:15:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,With protests being held around the country on Saturday to demand the reunification of parents and children separat… https://t.co/HQFpFQbS5U,Sat Jun 30 21:15:05 +0000 2018,-0.34,0.0,0.833,0.167
nytimes,"RT @nytopinion: When @Ocasio2018 asked 15 of her fellow restaurant workers if they had health care and all of them said no, she realized th…",Sat Jun 30 21:15:05 +0000 2018,0.25,0.113,0.81,0.077
nytimes,"In total, organizers anticipated more than 700 protests, in all 50 states and even internationally https://t.co/oqK29G0lbt",Sat Jun 30 21:15:05 +0000 2018,-0.2878,0.0,0.874,0.126
nytimes,"RT @EricLiptonNYT: JUST POSTED: EPA's top ethics official had repeatedly come to defense of Scott Pruitt in ethics memos. Now he reveals, i…",Sat Jun 30 21:15:05 +0000 2018,0.3182,0.136,0.864,0.0
nytimes,"Deep in the Bible Belt, L.G.B.T. communities are fighting for greater visibility and acceptance… https://t.co/NlMfQt6YeM",Sat Jun 30 21:15:05 +0000 2018,0.0,0.139,0.722,0.139
nytimes,"Cristiano Ronaldo and Lionel Messi, 2 of the best soccer players in the world, were both eliminated from the World… https://t.co/gnDzkOPoDB",Sat Jun 30 21:15:05 +0000 2018,0.6369,0.181,0.819,0.0
nytimes,"This young Afghan is protesting a war that has, so far, swallowed his father, his uncle, his sister, his eyes and h… https://t.co/BtJdy5omAz",Sat Jun 30 21:15:05 +0000 2018,-0.7717,0.0,0.749,0.251
nytimes,"Migration into Europe is down — except in Spain, where it poses a challenge for the new government https://t.co/FsC4XYZnwa",Sat Jun 30 21:15:05 +0000 2018,0.0772,0.075,0.925,0.0
nytimes,"Uruguay back on top, 2-1! Edinson Cavani scored again. https://t.co/g05nqQDrxw",Sat Jun 30 21:15:05 +0000 2018,0.2714,0.189,0.811,0.0
nytimes,"A short corner, a Guerreiro cross and it’s Pepe who leaps for the headed goal. Portugal tied Uruguay 1-1 in the 54t… https://t.co/U7SXQVw3zd",Sat Jun 30 21:15:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,"The California Bay Area is so expensive, a family of 4 making $117,400 is considered low-income in 3 counties https://t.co/wgQ8x2rkKs",Sat Jun 30 21:15:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,"In Opinion

Op-Ed columnist @michelleinbklyn writes, ""The socialists see themselves as building the world they want… https://t.co/qOYfxr1SI9",Sat Jun 30 21:15:05 +0000 2018,0.0,0.0,1.0,0.0
nytimes,Belgium has just inaugurated a square after a Congolese leader they jailed and helped overthrow https://t.co/lk3AhwIho4,Sat Jun 30 21:15:05 +0000 2018,-0.4939,0.0,0.802,0.198
